UniProt_accession	UniProt_fasta_header	UniProt_gene_symbol	A1	A2	A3	A8	A9	B1	B2	B5	B6	B8	C5	C10	D1	D2	D3	D5	D6	D9	E3	E4	K4	K5
Q15334	>sp|Q15334|L2GL1_HUMAN Lethal(2) giant larvae protein homolog 1 OS=Homo sapiens OX=9606 GN=LLGL1 PE=1 SV=3	LLGL1	1401.57546403773	353.599284742278	700.803066651692	571.413322201675	615.396327685833	387.922094042386	357.509040361058	368.775735515092	473.581414786465	576.761698615574	571.875899847974	562.948541981098	596.760745691192	918.865647775928	961.140446401157	553.25276126087	1062.84069131066	488.432588413966	560.610942448788	564.370813460787	580.959409542872	556.057567606269
P49257	>sp|P49257|LMAN1_HUMAN Protein ERGIC-53 OS=Homo sapiens OX=9606 GN=LMAN1 PE=1 SV=2	LMAN1	49.7538449295779	67.7142225773142	75.5334771233205	83.4483410934863	103.369090629376	37.0153571465059	53.1199965290926	61.8482514831282	56.0820328402664	57.6535877340414	44.6717591886769	32.7031364357425	24.7185773698766	25.4043151291446	43.1874762404058	42.2473489993499	46.6575538356818	41.4519258032522	63.3049986229688	65.3540928313714	77.1904716394777	78.3474094348387
Q12907	>sp|Q12907|LMAN2_HUMAN Vesicular integral-membrane protein VIP36 OS=Homo sapiens OX=9606 GN=LMAN2 PE=1 SV=1	LMAN2	75.7353411270448	89.6617471192855	67.1377229252483	94.2363401346233	85.6331165326133	83.8926726233294	114.162375230269	115.149916165198	72.4487224664302	92.8393854644031	106.876090596998	92.8977312137552	101.838716856608	89.8280269305634	89.5104083275788	76.0969114384283	98.4500922426127	98.058279493546	69.7814833254201	70.7853122105835	116.895217064649	76.012909375232
P02545;P02545-6	>sp|P02545|LMNA_HUMAN Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1;>sp|P02545-6|LMNA_HUMAN Isoform of P02545, Isoform 6 of Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA	LMNA	2523.73199536781	1071.52566860554	1337.45019770962	1023.53923090807	1240.59639346474	1340.29019421834	1151.73746447846	828.342458505088	1179.67830104062	986.482734731993	985.466888160417	988.89606132923	977.697047477328	1477.44000180515	1601.52858346623	1105.36314760838	1458.37830969622	1116.40108969965	1521.45833406993	1649.95483635536	833.740049624442	1624.71560045281
J9JID7;Q03252	>tr|J9JID7|J9JID7_HUMAN Lamin B2, isoform CRA_a OS=Homo sapiens GN=LMNB2 PE=3 SV=1;>sp|Q03252|LMNB2_HUMAN Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4	LMNB2	2096.96212955183	1706.9983376215	1952.76271831193	855.657134881306	1636.31890263836	1669.15031630621	1651.86243234598	1557.62403241823	1616.79102819444	1711.65822021814	1878.98557143671	1820.58154915929	2091.23709573331	2516.8660906721	2657.46988496914	2246.64352767835	3059.27385643568	2022.20266171342	1691.26876107221	1852.48901022153	1623.90443436909	1765.6623591476
A0A0A0MTE2;E9PMT2;F8WD26;J3KP06	>tr|A0A0A0MTE2|A0A0A0MTE2_HUMAN Isoform of Q8WWI1, LIM domain only protein 7 OS=Homo sapiens OX=9606 GN=LMO7 PE=1 SV=1;>tr|E9PMT2|E9PMT2_HUMAN Isoform of Q8WWI1, LIM domain only protein 7 OS=Homo sapiens OX=9606 GN=LMO7 PE=1 SV=1;>tr|F8WD26|F8WD26_HUMAN Isoform of Q8WWI1, LIM domain only protein 7 OS=Homo sapiens OX=9606 GN=LMO7 PE=1 SV=2;>tr|J3KP06|J3KP06_HUMAN Isoform of Q8WWI1, LIM domain only protein 7 OS=Homo sapiens OX=9606 GN=LMO7 PE=1 SV=2	LMO7	590.993319730398	769.511514999415	642.918850323974	811.032320168302	990.084588276227	487.555602791493	476.114742459892	453.688449938424	410.749495944448	733.356780565126	431.917895443684	426.657272358504	318.212981670828	373.933818779355	321.385468602164	420.097030043491	327.007116047384	458.504397085161	624.149423941081	529.805964192352	503.213338014897	585.256859481076
Q9C0E8;Q9C0E8-2;Q9C0E8-4	>sp|Q9C0E8|LNP_HUMAN Endoplasmic reticulum junction formation protein lunapark OS=Homo sapiens OX=9606 GN=LNPK PE=1 SV=2;>sp|Q9C0E8-2|LNP_HUMAN Isoform of Q9C0E8, Isoform 2 of Endoplasmic reticulum junction formation protein lunapark OS=Homo sapiens OX=9606 GN=LNPK;>sp|Q9C0E8-4|LNP_HUMAN Isoform of Q9C0E8, Isoform 4 of Endoplasmic reticulum junction formation protein lunapark OS=Homo sapiens OX=9606 GN=LNPK	LNPK	70.3799064413311	73.1788857403806	40.987815711408	150.668566874612	144.434787821096	103.002679619489	157.854859731199	164.976905702575	168.950579861495	174.533682646837	119.082415830889	123.387314794223	144.960914797776	131.826062103877	113.982632981628	105.1725454191	126.333645279972	120.153691684568	172.842174576374	149.131284780037	178.984644822643	130.623454294821
K7EJE8;K7EKE6	>tr|K7EJE8|K7EJE8_HUMAN Isoform of P36776, Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=1;>tr|K7EKE6|K7EKE6_HUMAN Isoform of P36776, Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=1	LONP1	2191.74797393439	1730.17340171816	988.54631108603	1482.55574127985	1925.59503062605	1459.39093393116	1662.56725639505	1798.13438409441	1296.36080306676	1625.82878735813	1072.69152067649	1303.25660930199	1314.77552774813	1663.13450774084	1503.40168971764	1403.66484091799	1532.77336551681	1353.01697519365	1302.90930207048	1368.34799698229	1435.53226824439	1503.85418864405
Q643R3	>sp|Q643R3|LPCT4_HUMAN Lysophospholipid acyltransferase LPCAT4 OS=Homo sapiens OX=9606 GN=LPCAT4 PE=1 SV=1	LPCAT4	20.436059158674	46.4407836181437	55.5974392283789	78.7694749929052	70.70809391147	15.1460150801996	84.4554011894099	94.4428636392936	50.6390302897946	74.5005698787636	44.7665529240351	53.0190528618987	40.182213162875	25.0745842332226	16.5458605971321	32.6523207665489	15.0705713279124	62.3665450220985	92.821118367592	80.2643409300403	65.1098794935146	56.4047476935787
Q07954	>sp|Q07954|LRP1_HUMAN Prolow-density lipoprotein receptor-related protein 1 OS=Homo sapiens OX=9606 GN=LRP1 PE=1 SV=2	LRP1	1142.41368686995	978.391962391914	693.353768284815	649.864627494719	720.212367060839	559.769253061412	575.160915835314	549.856574364873	487.298514198289	794.993782338251	610.926694472865	530.390694962203	661.310733524557	711.12299242079	609.132091126289	504.758617013082	952.712999270195	632.095036646974	706.860912783645	879.441510903355	704.177758463082	791.370836416185
P42704	>sp|P42704|LPPRC_HUMAN Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3	LRPPRC	1702.90168853814	2238.92276323223	1682.15235637774	1723.78102473652	1704.54003272207	1924.65070072022	1782.65320102605	1950.08009391779	1183.65842474351	1610.1016444394	1288.65762261409	1527.37771666754	1427.72128835074	1443.71685316386	1560.84587706269	1077.37045566339	1563.92032431174	1822.49320411137	1581.15388386793	1704.016772003	1622.50922068649	1548.02485237628
Q9H9A6	>sp|Q9H9A6|LRC40_HUMAN Leucine-rich repeat-containing protein 40 OS=Homo sapiens OX=9606 GN=LRRC40 PE=1 SV=1	LRRC40	169.234865565598	294.269367447419	304.650609568787	136.069307351966	231.743360002215	349.71699479603	405.358619514992	387.637886052119	230.535368144712	368.208775085267	321.6332071066	287.437522061002	283.726525321457	323.452419698421	311.042914917091	272.155121514199	312.126945692819	279.785770452446	237.916148576504	246.518430385555	300.658460840113	277.673737500527
Q8N1G4	>sp|Q8N1G4|LRC47_HUMAN Leucine-rich repeat-containing protein 47 OS=Homo sapiens OX=9606 GN=LRRC47 PE=1 SV=1	LRRC47	514.615097565698	1273.47705509131	1289.53420427775	581.291849704564	1478.14814868983	1742.05120437259	1499.09909769091	1071.13406423798	994.701461500593	1397.31741692872	1356.86415431569	1159.74737376386	1376.1278246623	1174.12876467494	1372.04042564596	1206.80859875885	1270.02463486477	1250.35865264124	859.796766563997	744.359641191517	1243.97550479213	1181.23148686315
M0R2G0;Q9NT99	>tr|M0R2G0|M0R2G0_HUMAN Isoform of Q9NT99, Leucine-rich repeat-containing protein 4B (Fragment) OS=Homo sapiens OX=9606 GN=LRRC4B PE=1 SV=1;>sp|Q9NT99|LRC4B_HUMAN Leucine-rich repeat-containing protein 4B OS=Homo sapiens OX=9606 GN=LRRC4B PE=2 SV=3	LRRC4B	71.3528570771417	81.3660975610545	67.3404039660172	87.5669731220612	97.4195351429996	73.3418656314317	80.3744753889849	92.7925324085715	22.1107075953441	89.6057436330081	58.7656461735926	63.3052626856412	2.39368758794728	69.7025132834346	47.8012658958397	46.5800263908883	66.2228693560293	78.4909640413439	73.8696074507024	102.358513826037	88.1633285052252	70.9586963136119
H3BSW0;Q8N9N7	>tr|H3BSW0|H3BSW0_HUMAN Isoform of Q8N9N7, Leucine-rich repeat-containing protein 57 (Fragment) OS=Homo sapiens OX=9606 GN=LRRC57 PE=1 SV=1;>sp|Q8N9N7|LRC57_HUMAN Leucine-rich repeat-containing protein 57 OS=Homo sapiens OX=9606 GN=LRRC57 PE=1 SV=1	LRRC57	770.04826776099	866.537098027329	853.244647586672	762.010263362037	958.479058629298	1015.83339854318	688.734208089722	844.362638464571	818.607079953104	865.481948773144	861.691305018692	619.251919082422	687.822796461261	578.947443556143	655.332466997116	612.13643101749	573.45227162102	657.840752210294	754.98956571854	762.727188871616	930.115963696797	954.714522973139
Q96AG4	>sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1	LRRC59	508.609574736606	424.16300554658	495.206678001254	343.629195775593	296.261249098645	431.61319845578	539.154381493408	590.719698772258	269.811097574001	204.228399796596	295.63495542538	373.675709973023	370.90869507961	463.149141979065	408.790527701462	473.506288685215	395.071317067542	509.635910124171	584.496395479116	673.063005433026	575.566686837475	254.199024930798
Q8IWT6	>sp|Q8IWT6|LRC8A_HUMAN Volume-regulated anion channel subunit LRRC8A OS=Homo sapiens OX=9606 GN=LRRC8A PE=1 SV=1	LRRC8A	548.176402530078	286.069651606146	248.946523561322	342.490883791908	393.305325435708	337.829996720588	401.905974776959	379.672145773706	330.567388722834	275.439143616059	391.905923349156	324.230587515889	389.599730814682	457.110966910184	459.637218237401	384.351708935698	424.41583558878	287.986006965416	808.011241005017	828.195052841	373.689198533328	409.456310800988
Q6UWE0;Q6UWE0-2	>sp|Q6UWE0|LRSM1_HUMAN E3 ubiquitin-protein ligase LRSAM1 OS=Homo sapiens OX=9606 GN=LRSAM1 PE=1 SV=1;>sp|Q6UWE0-2|LRSM1_HUMAN Isoform of Q6UWE0, Isoform 2 of E3 ubiquitin-protein ligase LRSAM1 OS=Homo sapiens OX=9606 GN=LRSAM1	LRSAM1	81.6405829951482	153.738008190918	122.059652699715	80.1781672635856	134.337619397338	134.755698438946	180.646801641799	92.282673127671	355.614705812853	98.2713782868756	79.3622082386914	88.594204992422	67.9527108002982	69.0540066157268	71.5144999197892	86.6423730443407	227.778745235155	92.6115762929354	93.952020411356	79.7994286648012	81.8273988766641	99.4424135739662
F5H5G1;H3BLU2;Q13449	>tr|F5H5G1|F5H5G1_HUMAN Isoform of Q13449, Limbic system-associated membrane protein OS=Homo sapiens OX=9606 GN=LSAMP PE=1 SV=2;>tr|H3BLU2|H3BLU2_HUMAN Isoform of Q13449, Limbic system-associated membrane protein (Fragment) OS=Homo sapiens OX=9606 GN=LSAMP PE=1 SV=1;>sp|Q13449|LSAMP_HUMAN Limbic system-associated membrane protein OS=Homo sapiens OX=9606 GN=LSAMP PE=1 SV=2	LSAMP	1881.98122236148	1802.7273030654	2133.63023874732	2846.10530639296	2750.08181019646	1844.84108574377	1713.19041597351	2235.65235466878	2062.37106051739	1622.74501502135	1691.00777120856	1685.82205568856	1929.41868837755	1655.35502966729	2683.72446019933	2625.46306758935	1850.38319751205	2526.20797473343	5369.74961639299	3719.43771180377	807.866000658805	915.725898605694
K7ELG9;Q3MHD2;Q3MHD2-2	>tr|K7ELG9|K7ELG9_HUMAN Isoform of Q3MHD2, Protein LSM12 homolog OS=Homo sapiens OX=9606 GN=LSM12 PE=1 SV=1;>sp|Q3MHD2|LSM12_HUMAN Protein LSM12 homolog OS=Homo sapiens OX=9606 GN=LSM12 PE=1 SV=2;>sp|Q3MHD2-2|LSM12_HUMAN Isoform of Q3MHD2, Isoform 2 of Protein LSM12 homolog OS=Homo sapiens OX=9606 GN=LSM12	LSM12	20.9501207514887	32.2734471114814	33.8963367780988	46.9174884379567	20.7779017249663	37.6901500214632	34.2708694939821	28.0229287048912	14.3031642671546	55.8006012115076	37.6266887127661	23.155318065842	25.1942705506076	23.6214529559787	17.4021103187238	16.2624222677787	29.4120110216491	27.6062484110528	18.1514425661264	8.18009106479126	31.1464974206732	16.9584934784326
Q9BX40;Q9BX40-2	>sp|Q9BX40|LS14B_HUMAN Protein LSM14 homolog B OS=Homo sapiens OX=9606 GN=LSM14B PE=1 SV=1;>sp|Q9BX40-2|LS14B_HUMAN Isoform of Q9BX40, Isoform 2 of Protein LSM14 homolog B OS=Homo sapiens OX=9606 GN=LSM14B	LSM14B	20.4975361680854	35.2465293577634	47.676507988971	35.8465142912072	40.890544457932	37.0974368629181	60.6988921508321	66.3426006048728	34.2248193310821	41.7520377636711	42.0945168819694	44.135821795844	55.186535401773	37.5860090080034	29.1065204619119	52.5125135635058	3.09083246624096	36.757925705583	34.9760313069898	34.4807566132316	69.9146349041164	43.1521373329267
Q9Y333	>sp|Q9Y333|LSM2_HUMAN U6 snRNA-associated Sm-like protein LSm2 OS=Homo sapiens OX=9606 GN=LSM2 PE=1 SV=1	LSM2	98.2483780884605	20.4862435649229	47.6014512111299	64.5105799826796	73.7194876454125	28.0008223775373	52.331819723444	72.0874460163696	93.9292010056413	48.6789536846908	83.4891779288748	53.0906109264141	112.892300153445	95.1094230191659	103.076305320525	71.4808350667005	139.49306206767	50.1931793867094	59.4846538857648	57.2644208114853	79.2702927358984	61.8564827473269
P62310	>sp|P62310|LSM3_HUMAN U6 snRNA-associated Sm-like protein LSm3 OS=Homo sapiens OX=9606 GN=LSM3 PE=1 SV=2	LSM3	197.849851765002	94.0070927088221	154.525825155094	142.950008786145	142.903376014981	100.966810916607	144.285465813241	167.450283935704	170.632155020536	177.560489259403	212.640281881959	229.162020328753	241.150562696307	220.547854204195	234.599756781758	231.833624609061	295.428968035894	195.175631130937	162.501798156414	184.957698246644	202.464047454043	163.597039933384
P09960	>sp|P09960|LKHA4_HUMAN Leukotriene A-4 hydrolase OS=Homo sapiens OX=9606 GN=LTA4H PE=1 SV=2	LTA4H	462.826623479877	477.334848160439	607.449924145859	601.419421002102	577.838663704863	494.116038827337	633.179945974584	616.603352363376	653.703211259164	637.470277896185	714.74789172587	656.649018619491	680.227042943999	749.721802429655	783.662588971475	733.250013416187	773.240776207716	511.760087810249	573.096597005625	526.179272763258	526.660796933296	578.995319847296
O94772;O94772-2	>sp|O94772|LY6H_HUMAN Lymphocyte antigen 6H OS=Homo sapiens OX=9606 GN=LY6H PE=1 SV=1;>sp|O94772-2|LY6H_HUMAN Isoform of O94772, Isoform 2 of Lymphocyte antigen 6H OS=Homo sapiens OX=9606 GN=LY6H	LY6H	12.3742217264625	25.6035687587414	40.3960217569199	22.3254881431039	15.3998180800398	69.3511358505784	22.7380573726816	4.5575048466471	28.3927305401205	18.0970682034513	29.9412646046606	43.2321452107094	22.6992632544567	24.0023218128804	17.3023060680682	42.6084961369206	16.1009732948156	40.4820483315539	28.1039768865896	11.8377526998484	44.8378720762334	46.09025487323
Q5VWZ2;Q5VWZ2-2	>sp|Q5VWZ2|LYPL1_HUMAN Lysophospholipase-like protein 1 OS=Homo sapiens OX=9606 GN=LYPLAL1 PE=1 SV=3;>sp|Q5VWZ2-2|LYPL1_HUMAN Isoform of Q5VWZ2, Isoform 2 of Lysophospholipase-like protein 1 OS=Homo sapiens OX=9606 GN=LYPLAL1	LYPLAL1	174.374776866155	78.3306672158758	109.439415462886	78.9935364660571	133.767974174228	121.695701371686	76.3321472959637	68.9543935829486	149.780187461287	213.424582617105	204.663752385156	68.5480187414282	122.813466958257	195.584781147205	160.267443316517	70.0410228031915	258.35232252349	34.4135081671176	59.9155026934598	34.3078700564579	95.0959451975341	64.9077465479531
Q9HD34	>sp|Q9HD34|LYRM4_HUMAN LYR motif-containing protein 4 OS=Homo sapiens OX=9606 GN=LYRM4 PE=1 SV=1	LYRM4	118.578840133633	87.3643385812242	93.4693717592274	163.447556478492	200.654477721185	69.4141300366469	203.54402048332	224.617408539155	213.029768397817	161.923640888645	173.236682550085	134.844134056966	177.398252678973	159.051165966791	122.380420745333	133.959939371124	126.945943449502	136.731740280454	156.109466737101	148.628668124536	232.628708830395	186.879571858625
Q8IV50	>sp|Q8IV50|LYSM2_HUMAN LysM and putative peptidoglycan-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LYSMD2 PE=1 SV=1	LYSMD2	25.4887791793147	14.2134476497546	25.5396399119028	23.848318604806	33.4592534227037	19.1614003781929	45.4916693693	21.9150759124958	43.9576784695279	20.0176875720529	3.92792841984161	16.0434555200691	15.8720360327105	41.1158612042055	34.074075288837	42.7611837600744	12.7056653026682	24.4736815124204	22.4937833090482	19.1517994257176	32.6362996243375	23.9876492429508
K7ES95;Q8WZA0;Q8WZA0-2	>tr|K7ES95|K7ES95_HUMAN Isoform of Q8WZA0, Protein LZIC (Fragment) OS=Homo sapiens OX=9606 GN=LZIC PE=1 SV=1;>sp|Q8WZA0|LZIC_HUMAN Protein LZIC OS=Homo sapiens OX=9606 GN=LZIC PE=1 SV=1;>sp|Q8WZA0-2|LZIC_HUMAN Isoform of Q8WZA0, Isoform 2 of Protein LZIC OS=Homo sapiens OX=9606 GN=LZIC	LZIC	42.9476167091844	46.8954221633641	47.2616408279044	76.7131877245994	45.7687734390747	53.2173963427047	79.6985962934075	86.9502014170122	70.9751888082983	129.821626440778	109.778355234373	118.00097883343	100.745234938208	96.2231813112596	108.048562860037	80.6191749621713	149.148263508598	89.4398972325296	77.6204722040519	76.6390827053725	78.3253868193421	21.8698137853124
Q9NQ48	>sp|Q9NQ48|LZTL1_HUMAN Leucine zipper transcription factor-like protein 1 OS=Homo sapiens OX=9606 GN=LZTFL1 PE=1 SV=1	LZTFL1	235.281250585332	515.201991373825	697.277965667049	560.302155145798	458.066779773578	376.045968825772	599.44674977162	525.925619409735	483.728457321081	545.618219036627	503.846848805378	395.928114221579	477.675650834258	332.920075097356	532.747788963291	344.615873455376	434.010492594443	594.672637660038	445.210937289582	425.866500872543	486.466261040256	348.994856987366
H0YGT2;P20645	>tr|H0YGT2|H0YGT2_HUMAN Isoform of P20645, Cation-dependent mannose-6-phosphate receptor (Fragment) OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=1;>sp|P20645|MPRD_HUMAN Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=1	M6PR	77.6570415417565	93.8008036014364	74.5084857900299	110.850296868856	122.32104812147	91.9541121915573	106.060625965054	42.7474618967151	130.08274864277	111.298787450633	115.930578956115	104.741009993458	93.3109391833392	76.1420015649369	116.679538166416	93.682156623425	98.1421558052002	87.6235448261088	84.7190346759034	93.6928340009973	63.0170543554533	47.8358448665257
H3BPE1;H3BQK9	>tr|H3BPE1|H3BPE1_HUMAN Isoform of Q9UPN3, Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=1;>tr|H3BQK9|H3BQK9_HUMAN Isoform of Q9UPN3, Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=1	MACF1	1146.89740649987	948.008965729483	837.560659600148	689.824903392838	735.384296361018	581.039305488446	470.375700432296	539.31247774627	568.787276798825	670.778537242926	584.968369700174	608.844737967301	556.491288843389	596.436917457154	489.452294255331	541.455597178002	688.26399066159	480.218980882246	647.645695954858	673.9318915521	630.83449156027	553.001637327365
Q9BQ69	>sp|Q9BQ69|MACD1_HUMAN O-acetyl-ADP-ribose deacetylase MACROD1 OS=Homo sapiens OX=9606 GN=MACROD1 PE=1 SV=2	MACROD1	12.6969052132447	38.5762758763723	21.6353091096315	50.9404776734465	66.9551173066775	42.7951143535551	43.7268898677333	37.9374960177533	72.0460341575734	60.2724902439758	83.7613783363079	1.36796061384162	20.0886931859537	52.9027526561621	54.5254931189995	17.9973077957504	10.765630787717	2.32586456094123	26.8206949247362	18.7135849251625	33.1867827566066	58.1824518274111
Q8WXG6;Q8WXG6-7	>sp|Q8WXG6|MADD_HUMAN MAP kinase-activating death domain protein OS=Homo sapiens OX=9606 GN=MADD PE=1 SV=2;>sp|Q8WXG6-7|MADD_HUMAN Isoform of Q8WXG6, Isoform 7 of MAP kinase-activating death domain protein OS=Homo sapiens OX=9606 GN=MADD	MADD	265.561862762329	243.952995334465	187.297962631172	263.792711755838	212.837066731903	227.090055494362	223.359373482419	232.838316463873	194.426002725609	198.445332580963	234.109680176529	218.729874369093	206.137458252029	194.177400327308	202.962152596235	193.918831109936	155.478527059314	235.243099860428	212.333760796772	296.492013622459	182.874734384237	246.906095430716
P20916;P20916-3	>sp|P20916|MAG_HUMAN Myelin-associated glycoprotein OS=Homo sapiens OX=9606 GN=MAG PE=1 SV=1;>sp|P20916-3|MAG_HUMAN Isoform of P20916, Isoform 3 of Myelin-associated glycoprotein OS=Homo sapiens OX=9606 GN=MAG	MAG	556.820605315432	1153.90596297005	4834.6070989749	1976.34159559997	2180.20285871214	1665.21832663765	1599.71441896958	1154.25512975778	1818.6914507309	1418.38733936592	1139.36424722691	2076.24953338299	1162.61272990149	819.691783306388	419.091719951292	961.524576071344	477.324656104249	1263.66192273899	1087.93906755675	1251.17587453822	1483.78470251476	1108.94046538187
D6W5N0;E7EWI0;Q86UL8;Q86UL8-2	>tr|D6W5N0|D6W5N0_HUMAN Membrane associated guanylate kinase, WW and PDZ domain containing 2, isoform CRA_b OS=Homo sapiens GN=MAGI2 PE=4 SV=1;>tr|E7EWI0|E7EWI0_HUMAN Isoform of Q86UL8, Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MAGI2 PE=1 SV=1;>sp|Q86UL8|MAGI2_HUMAN Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MAGI2 PE=1 SV=3;>sp|Q86UL8-2|MAGI2_HUMAN Isoform of Q86UL8, Isoform 2 of Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MAGI2	MAGI2	24.1653025286749	39.0645828969512	69.9622617590102	69.0651219638045	86.8746141355533	77.827732613402	61.4031873042375	71.0986523082864	84.418724209715	75.1759278782147	88.3364284120357	78.9600820930546	92.4931033936221	107.379862518087	90.304124993882	94.0855106848622	31.4834574117987	82.6943685936475	51.5928875126865	52.1801366280996	61.8856301404981	64.1809084670525
Q8WWC4	>sp|Q8WWC4|MAIP1_HUMAN m-AAA protease-interacting protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=MAIP1 PE=1 SV=1	MAIP1	85.5610421790659	172.563071171286	96.9648783784698	209.110255246691	148.193668178749	155.531600499279	217.406997948819	208.445656286207	120.754676903948	272.197680265921	192.870095871208	108.368111010413	140.066202328405	160.205105279217	128.389766284502	108.757391829507	94.6762474029453	126.860501966129	126.587129238327	178.77305605787	196.675042259152	131.298146429978
Q969L2	>sp|Q969L2|MAL2_HUMAN Protein MAL2 OS=Homo sapiens OX=9606 GN=MAL2 PE=1 SV=1	MAL2	3190.18017984801	4487.46486642562	2934.68908808271	3160.41616291004	3033.07748548825	3273.77527425104	2330.41727568234	2412.00339082224	2393.89978054948	2659.19544887902	1685.94606901156	1691.05934795452	1883.62643453672	1619.6067735804	2088.74320168829	1961.95006688893	1832.79345384295	2596.41411965719	2768.08212076122	3124.81019055155	4404.60482537052	4336.60440166774
P21397	>sp|P21397|AOFA_HUMAN Amine oxidase [flavin-containing] A OS=Homo sapiens OX=9606 GN=MAOA PE=1 SV=1	MAOA	1844.90086156379	1395.86286740432	1569.83269934623	1719.49009618937	1925.46471557031	1195.55622202809	1280.18703941449	1095.91832751274	1742.76686685918	1268.76943556802	1413.01665606709	1145.89747210442	1402.48462703089	1591.36086388078	1862.26275161812	1325.32062832581	1854.36748484417	1121.96773614715	1390.27004955931	1503.39386681579	1098.64670214715	1239.05057867461
P27338	>sp|P27338|AOFB_HUMAN Amine oxidase [flavin-containing] B OS=Homo sapiens OX=9606 GN=MAOB PE=1 SV=3	MAOB	10393.4476655323	5282.18100293948	4243.43853586216	7001.8285418999	7396.34254387009	3917.00650896043	4030.52448810515	4275.86802361155	6226.92570301284	5249.64907310352	5213.52899963447	4734.38516213555	6283.24601399397	7018.79551668578	10372.9959208648	5360.16277150929	9877.17106503754	4214.3268076881	6494.51385656187	5948.59537333585	3869.92880017313	5337.47206048233
E9PGC8;P78559;P78559-2	>tr|E9PGC8|E9PGC8_HUMAN Isoform of P78559, Microtubule-associated protein 1A OS=Homo sapiens OX=9606 GN=MAP1A PE=1 SV=1;>sp|P78559|MAP1A_HUMAN Microtubule-associated protein 1A OS=Homo sapiens OX=9606 GN=MAP1A PE=1 SV=6;>sp|P78559-2|MAP1A_HUMAN Isoform of P78559, Isoform 2 of Microtubule-associated protein 1A OS=Homo sapiens OX=9606 GN=MAP1A	MAP1A	3083.57090399105	6099.25665967886	5956.81945329395	5644.98978908221	5500.15035033095	5249.42882136956	6439.59618711291	6434.90675248016	5150.37591345684	4713.92833623139	5102.07998808965	6255.04042846602	4962.50788553116	3125.34682215056	2580.40661661089	5291.4153202594	2628.03867731989	5989.18669940148	5606.95706944588	6479.62942461545	7535.31883346967	6352.77748067736
P46821	>sp|P46821|MAP1B_HUMAN Microtubule-associated protein 1B OS=Homo sapiens OX=9606 GN=MAP1B PE=1 SV=2	MAP1B	10002.2599745782	14278.1645026716	14891.940271082	14147.2673107789	13582.2273807351	12843.5136101249	13994.671449603	14753.6038070129	12195.4638548557	14286.6665430696	11973.2546053545	14459.5107327916	11529.8713563546	7698.16226225065	7327.18432431162	10185.0842937355	7923.58809180198	13280.6489899064	13806.7721192251	13785.8600539642	16906.1540099774	15004.7448752205
Q9H492;Q9H492-2	>sp|Q9H492|MLP3A_HUMAN Microtubule-associated proteins 1A/1B light chain 3A OS=Homo sapiens OX=9606 GN=MAP1LC3A PE=1 SV=2;>sp|Q9H492-2|MLP3A_HUMAN Isoform of Q9H492, Isoform 2 of Microtubule-associated proteins 1A/1B light chain 3A OS=Homo sapiens OX=9606 GN=MAP1LC3A	MAP1LC3A	186.818674144686	174.372952421389	283.227393208169	257.464502849934	288.71457947933	218.158353328441	186.587328686204	78.2647478813582	229.660634111734	265.933517521725	286.005770905596	256.872890911007	255.961154265149	109.949664728929	135.45594270955	205.574711094846	160.889757755226	166.818967539439	151.436728580592	111.773132352762	172.76180219971	147.159815081613
Q66K74;Q66K74-2	>sp|Q66K74|MAP1S_HUMAN Microtubule-associated protein 1S OS=Homo sapiens OX=9606 GN=MAP1S PE=1 SV=2;>sp|Q66K74-2|MAP1S_HUMAN Isoform of Q66K74, Isoform 2 of Microtubule-associated protein 1S OS=Homo sapiens OX=9606 GN=MAP1S	MAP1S	277.670803174755	368.566665354619	214.113254793391	315.19741078919	505.872497188936	480.684575240977	387.512808929438	336.658762103993	302.248760697022	329.480078460959	491.99108994403	329.802121686556	260.988951944366	296.016952851701	343.854509159704	363.414070239554	251.471092974423	386.977181795609	459.443343066282	361.812826269705	431.65172920947	528.478561221521
